Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment,RecencyScaled,FrequencyScaled,MonetaryScaled,ClusterKMeans,ClusterHierarchical
13894,22,3,564.62,4,3,3,433,Potential Loyalists,0.06166219839142091,0.009523809523809525,0.0020150173789984967,1,2
13895,27,4,2593.0699999999993,4,4,5,445,Loyal Customers,0.07506702412868634,0.014285714285714287,0.00925415521051261,1,2
13897,49,1,311.16,3,1,2,312,About to Sleep,0.13404825737265416,0.0,0.0011104686473188555,5,3
13898,324,1,155.93,1,1,1,111,Hibernating,0.871313672922252,0.0,0.0005564834046035131,4,1
13899,15,2,388.52,4,2,2,422,Potential Loyalists,0.04289544235924933,0.004761904761904762,0.001386551223988693,1,2
13900,182,3,740.9499999999997,1,3,3,133,At Risk,0.4906166219839142,0.009523809523809525,0.002644304358628698,3,5
13901,71,5,2867.2,2,4,5,245,At Risk,0.193029490616622,0.01904761904761905,0.010232471093947237,5,3
13904,36,2,332.63999999999993,3,2,2,322,About to Sleep,0.09919571045576409,0.004761904761904762,0.0011871265292587223,1,2
13908,78,4,2369.5499999999984,2,4,5,245,At Risk,0.21179624664879357,0.014285714285714287,0.008456456431592724,5,3
13911,56,9,2580.909999999999,3,5,5,355,Loyal Customers,0.15281501340482573,0.0380952380952381,0.009210758569712386,5,3
13914,10,2,626.4499999999998,5,2,3,523,Potential Loyalists,0.029490616621983913,0.004761904761904762,0.0022356764497779174,1,2
13917,48,2,272.04,3,2,2,322,About to Sleep,0.13136729222520108,0.004761904761904762,0.0009708570857970867,5,3
13918,48,2,1212.84,3,2,4,324,About to Sleep,0.13136729222520108,0.004761904761904762,0.0043283866634985235,5,3
13919,58,2,384.81,3,2,2,322,About to Sleep,0.1581769436997319,0.004761904761904762,0.0013733109659813884,5,3
13922,350,1,172.24999999999997,1,1,1,111,Hibernating,0.9410187667560322,0.0,0.0006147262646248645,4,1
13923,52,1,351.13000000000005,3,1,2,312,About to Sleep,0.14209115281501342,0.0,0.0012531136911334035,5,3
13924,0,6,1838.85,5,5,4,554,Champions,0.002680965147453083,0.02380952380952381,0.006562492840089591,1,2
13925,91,3,678.2499999999999,2,3,3,233,At Risk,0.24664879356568364,0.009523809523809525,0.0024205404295025504,5,3
13926,22,1,223.85,4,1,1,411,Promising,0.06166219839142091,0.0,0.00079887648381002,1,2
13927,73,1,348.99,2,1,2,212,Hibernating,0.19839142091152814,0.0,0.0012454764533609956,5,3
13928,9,4,464.57,5,4,2,542,Champions,0.026809651474530835,0.014285714285714287,0.001657958669124954,1,2
13929,168,2,842.6500000000002,2,2,3,223,Hibernating,0.45308310991957107,0.004761904761904762,0.0030072515929529305,3,5
13930,56,2,337.33999999999986,3,2,2,322,About to Sleep,0.15281501340482573,0.004761904761904762,0.0012038999019364396,5,3
13931,94,2,1237.5300000000002,2,2,4,224,Hibernating,0.2546916890080429,0.004761904761904762,0.004416500402097003,5,3
13932,293,1,307.4,1,1,2,112,Hibernating,0.7882037533512064,0.0,0.0010970499491766814,4,1
13933,108,2,608.7899999999997,2,2,3,223,Hibernating,0.2922252010723861,0.004761904761904762,0.0021726513941420678,5,3
13934,262,1,922.0999999999997,1,1,3,113,Hibernating,0.7050938337801609,0.0,0.0032907929672603043,2,4
13936,178,1,376.58,2,1,2,212,Hibernating,0.47989276139410186,0.0,0.0013439397197818955,3,5
13937,168,1,158.85,2,1,1,211,Hibernating,0.45308310991957107,0.0,0.0005669043084798824,3,5
13938,34,1,71.66,3,1,1,311,About to Sleep,0.09383378016085792,0.0,0.0002557404012947332,1,2
13939,22,3,568.5499999999997,4,3,3,433,Potential Loyalists,0.06166219839142091,0.009523809523809525,0.0020290427735992255,1,2
13940,16,4,839.1400000000003,4,4,3,443,Loyal Customers,0.045576407506702415,0.014285714285714287,0.0029947250954851035,1,2
13941,20,5,5112.96,4,4,5,445,Loyal Customers,0.05630026809651475,0.01904761904761905,0.018247145439630463,1,2
13946,78,3,561.57,2,3,3,233,At Risk,0.21179624664879357,0.009523809523809525,0.002004132530771467,5,3
13947,64,1,90.6,3,1,1,311,About to Sleep,0.1742627345844504,0.0,0.00032333352438323787,5,3
13948,359,1,102.0,1,1,1,111,Hibernating,0.9651474530831099,0.0,0.0003640178751334467,4,1
13949,1,6,2427.319999999997,5,5,5,555,Champions,0.005361930294906166,0.02380952380952381,0.00866262616342075,1,2
13950,10,4,745.0600000000002,5,4,3,543,Champions,0.029490616621983913,0.014285714285714287,0.002658972137714959,1,2
13951,175,3,674.4499999999998,2,3,3,233,At Risk,0.47184986595174266,0.009523809523809525,0.002406978979252481,3,5
13952,216,2,3251.071,1,2,5,125,Hibernating,0.5817694369973191,0.004761904761904762,0.01160243095419578,2,4
13953,6,7,3515.6800000000007,5,5,5,555,Champions,0.01876675603217158,0.028571428571428577,0.012546768267148588,1,2
13954,0,2,439.92,5,3,2,532,Potential Loyalists,0.002680965147453083,0.004761904761904762,0.0015699876826343712,1,2
13955,153,2,322.96,2,3,2,232,At Risk,0.4128686327077748,0.004761904761904762,0.001152580519148019,3,5
13956,4,5,1026.4200000000003,5,4,4,544,Champions,0.013404825737265416,0.01904761904761905,0.0036630904646516903,1,2
13959,78,3,598.1999999999998,2,3,3,233,At Risk,0.21179624664879357,0.009523809523809525,0.0021348577735767426,5,3
13960,20,2,230.22,4,3,1,431,Potential Loyalists,0.05630026809651475,0.004761904761904762,0.0008216097569923735,1,2
13962,20,2,169.55,4,3,1,431,Potential Loyalists,0.05630026809651475,0.004761904761904762,0.0006050904973419204,1,2
13963,307,4,664.54,1,4,3,143,At Risk,0.8257372654155496,0.014285714285714287,0.0023716121445213787,4,1
13967,144,1,80.7,2,1,1,211,Hibernating,0.3887399463806971,0.0,0.00028800237767910927,3,5
13969,6,18,9053.940000000002,5,5,5,555,Champions,0.01876675603217158,0.08095238095238096,0.032311725493977636,1,2
13971,17,8,2758.26,4,5,5,455,Loyal Customers,0.0482573726541555,0.03333333333333334,0.009843685728093928,1,2
13972,69,2,190.25000000000009,3,3,1,331,Need Attention,0.18766756032171583,0.004761904761904762,0.000678964713177826,5,3
13973,286,1,264.7,1,1,2,112,Hibernating,0.7694369973190349,0.0,0.0009446620739982679,2,4
13974,48,1,413.59,3,1,2,312,About to Sleep,0.13136729222520108,0.0,0.0014760211076121784,5,3
13975,30,6,2526.2799999999993,4,5,5,455,Loyal Customers,0.08310991957104558,0.02380952380952381,0.00901579487835415,1,2
13976,205,1,357.98000000000013,1,1,2,112,Hibernating,0.5522788203753352,0.0,0.0012775599896105029,2,4
13978,13,2,196.79,4,3,1,431,Potential Loyalists,0.03753351206434317,0.004761904761904762,0.000702304682818735,1,2
13979,72,1,869.8700000000001,2,1,3,213,Hibernating,0.1957104557640751,0.0,0.003104394402375797,5,3
13980,59,1,200.14,3,1,1,311,About to Sleep,0.16085790884718498,0.0,0.0007142601718549805,5,3
13982,38,4,1871.81,3,4,4,344,Loyal Customers,0.10455764075067024,0.014285714285714287,0.006680120576995459,1,2
13983,28,12,2603.43,4,5,5,455,Loyal Customers,0.0777479892761394,0.05238095238095239,0.009291128006457539,1,2
13984,25,5,920.51,4,4,3,443,Loyal Customers,0.06970509383378017,0.01904761904761905,0.0032851185709714607,1,2
13985,3,15,7060.1300000000065,5,5,5,555,Champions,0.010723860589812333,0.06666666666666668,0.02519621098790101,1,2
13986,16,1,320.4600000000001,4,1,2,412,Promising,0.045576407506702415,0.0,0.0011436585124045525,1,2
13988,18,6,4147.960000000001,4,5,5,455,Loyal Customers,0.050938337801608585,0.02380952380952381,0.014803250836652272,1,2
13989,64,2,1266.0799999999995,3,3,4,334,Need Attention,0.1742627345844504,0.004761904761904762,0.004518389719107392,5,3
13990,212,1,311.3,1,1,2,112,Hibernating,0.5710455764075067,0.0,0.0011109682796964896,2,4
13991,11,6,855.9699999999998,5,5,3,553,Champions,0.032171581769437,0.02380952380952381,0.0030547880448821203,1,2
13992,29,1,76.8,4,1,1,411,Promising,0.08042895442359249,0.0,0.000274084047159301,1,2
13993,41,9,3466.36,3,5,5,355,Loyal Customers,0.1126005361930295,0.0380952380952381,0.012370754918113472,1,2
13994,2,6,2313.140000000001,5,5,5,555,Champions,0.00804289544235925,0.02380952380952381,0.008255140271433148,1,2
13995,14,5,1393.6899999999994,4,4,4,444,Loyal Customers,0.040214477211796246,0.01904761904761905,0.004973804631320912,1,2
13999,9,12,3901.8100000000045,5,5,5,555,Champions,0.026809651474530835,0.05238095238095239,0.01392479005269054,1,2
14000,210,1,635.6600000000002,1,1,3,113,Hibernating,0.5656836461126006,0.0,0.002268545122620851,2,4
14001,44,3,2043.08,3,3,4,334,Need Attention,0.12064343163538874,0.009523809523809525,0.007291349414976884,5,3
14002,133,2,529.73,2,3,3,233,At Risk,0.35924932975871315,0.004761904761904762,0.0018905018528866736,3,5
14004,42,7,4582.6399999999985,3,5,5,355,Loyal Customers,0.11528150134048258,0.028571428571428577,0.016354537993152327,1,2
14005,8,5,2874.720000000001,5,4,5,545,Champions,0.02412868632707775,0.01904761904761905,0.01025930849023159,1,2
14006,114,3,962.19,2,3,4,234,At Risk,0.30831099195710454,0.009523809523809525,0.0034338662673985398,5,3
14009,197,2,695.6099999999999,1,3,3,133,At Risk,0.5308310991957105,0.004761904761904762,0.0024824948443291843,3,5
14012,276,1,328.8,1,1,2,112,Hibernating,0.7426273458445041,0.0,0.0011734223269007575,2,4
14013,109,3,473.02,2,3,2,232,At Risk,0.29490616621983917,0.009523809523809525,0.001688115051917872,5,3
14014,76,1,505.18000000000006,2,1,3,213,Hibernating,0.2064343163538874,0.0,0.0018028877466658294,5,3
14015,51,1,917.34,3,1,3,313,About to Sleep,0.13941018766756033,0.0,0.0032738054664207448,5,3
14016,160,4,4341.21,2,4,5,245,At Risk,0.4316353887399464,0.014285714285714287,0.015492921957922255,3,5
14019,45,3,1421.6100000000006,3,3,4,334,Need Attention,0.12332439678284182,0.009523809523809525,0.005073445602631954,5,3
14020,15,2,642.8000000000002,4,3,3,433,Potential Loyalists,0.04289544235924933,0.004761904761904762,0.002294026373880192,1,2
14021,154,3,631.9000000000002,2,3,3,233,At Risk,0.4155495978552279,0.009523809523809525,0.0022551264244786767,3,5
14022,224,1,440.0,1,1,2,112,Hibernating,0.6032171581769437,0.0,0.0015702731868501621,2,4
14023,6,2,584.0699999999998,5,3,3,533,Potential Loyalists,0.01876675603217158,0.004761904761904762,0.002084430591462668,1,2
14024,120,2,327.7,2,3,2,232,At Risk,0.32439678284182305,0.004761904761904762,0.001169496643933632,3,5
14027,59,1,104.82000000000002,3,1,1,311,About to Sleep,0.16085790884718498,0.0,0.0003740818987400773,5,3
14029,62,2,467.66,3,3,2,332,Need Attention,0.16890080428954424,0.004761904761904762,0.0016689862694598792,5,3
14030,17,8,2360.09,4,5,5,455,Loyal Customers,0.0482573726541555,0.03333333333333334,0.008422695558075453,1,2
14031,6,19,17286.859999999993,5,5,5,555,Champions,0.01876675603217158,0.08571428571428573,0.061693392597346776,1,2
14032,1,11,2975.590000000001,5,5,5,555,Champions,0.005361930294906166,0.04761904761904763,0.01061929361831699,1,2
14034,21,3,651.8200000000003,4,3,3,433,Potential Loyalists,0.05898123324396783,0.009523809523809525,0.0023262169742106205,1,2
14035,27,5,1428.0200000000002,4,4,4,444,Loyal Customers,0.07506702412868634,0.01904761904761905,0.005096321627922202,1,2
14036,283,1,626.6499999999999,1,1,3,113,Hibernating,0.7613941018766757,0.0,0.002236390210317395,2,4
14037,175,2,147.20000000000005,2,3,1,231,At Risk,0.47184986595174266,0.004761904761904762,0.0005253277570553271,3,5
14038,77,3,1560.379999999999,2,3,4,234,At Risk,0.20911528150134048,0.009523809523809525,0.005568688352948305,5,3
14039,32,1,152.2,3,1,1,311,About to Sleep,0.08847184986595175,0.0,0.0005431717705422606,1,2
14040,39,12,3614.92,3,5,5,355,Loyal Customers,0.10723860589812333,0.05238095238095239,0.012900936246837245,1,2
14041,265,1,141.41,1,1,1,111,Hibernating,0.7131367292225201,0.0,0.0005046643894374577,2,4
14044,25,4,652.8199999999993,4,4,3,443,Loyal Customers,0.06970509383378017,0.014285714285714287,0.0023297857769080037,1,2
14045,108,4,1659.75,2,4,4,244,At Risk,0.2922252010723861,0.014285714285714287,0.005923320276987628,5,3
14046,283,1,154.98999999999995,1,1,1,111,Hibernating,0.7613941018766757,0.0,0.0005531287300679694,2,4
14047,7,5,1308.61,5,4,4,544,Champions,0.021447721179624665,0.01904761904761905,0.004670170897827251,1,2
14048,304,1,409.92999999999984,1,1,2,112,Hibernating,0.8176943699731903,0.0,0.0014629592897397424,4,1
14049,15,4,5681.7199999999975,4,4,5,445,Loyal Customers,0.04289544235924933,0.014285714285714287,0.020276937661796134,1,2
14050,30,2,746.3600000000001,4,3,3,433,Potential Loyalists,0.08310991957104558,0.004761904761904762,0.0026636115812215615,1,2
14051,-1,23,15610.389999999989,5,5,5,555,Champions,0.0,0.10476190476190478,0.05571040193925882,1,2
14052,18,1,225.35999999999996,4,1,1,411,Promising,0.050938337801608585,0.0,0.0008042653758830738,1,2
14053,123,2,260.25,2,3,2,232,At Risk,0.3324396782841823,0.004761904761904762,0.000928780901994897,3,5
14054,64,1,92.46,3,1,1,311,About to Sleep,0.1742627345844504,0.0,0.0003299714974003772,5,3
14055,105,1,725.6400000000001,2,1,3,213,Hibernating,0.28418230563002683,0.0,0.0025896659893317087,5,3
14056,0,23,8214.64999999998,5,5,5,555,Champions,0.002680965147453083,0.10476190476190478,0.029316465078087845,1,2
14057,22,17,6217.960000000003,4,5,5,455,Loyal Customers,0.06166219839142091,0.0761904761904762,0.022190672420242814,1,2
14059,265,1,183.6,1,1,1,111,Hibernating,0.7131367292225201,0.0,0.0006552321752402039,2,4
14060,3,19,6140.419999999997,5,5,5,555,Champions,0.010723860589812333,0.08571428571428573,0.021913947459087427,1,2
14062,8,12,10464.85,5,5,5,555,Champions,0.02412868632707775,0.05238095238095239,0.037346984907747544,1,2
14064,28,5,1353.7400000000002,4,4,4,444,Loyal Customers,0.0777479892761394,0.01904761904761905,0.0048312309635603155,1,2
14066,265,1,152.55,1,1,1,111,Hibernating,0.7131367292225201,0.0,0.0005444208514863459,2,4
14067,62,2,374.69999999999993,3,3,2,332,Need Attention,0.16890080428954424,0.004761904761904762,0.0013372303707108082,5,3
14068,319,1,265.85,1,1,2,112,Hibernating,0.8579088471849866,0.0,0.0009487661971002627,4,1
14071,2,8,1438.8200000000031,5,5,4,554,Champions,0.00804289544235925,0.03333333333333334,0.005134864697053989,1,2
14073,31,1,151.04,4,1,1,411,Promising,0.08579088471849866,0.0,0.000539031959413292,1,2
14075,3,3,942.2599999999996,5,3,4,534,Potential Loyalists,0.010723860589812333,0.009523809523809525,0.003362740029639621,1,2
14076,128,1,122.46999999999996,2,1,1,211,Hibernating,0.34584450402144773,0.0,0.0004370712663489529,3,5
14077,39,5,499.42,3,4,3,343,Loyal Customers,0.10723860589812333,0.01904761904761905,0.0017823314431288817,1,2
14078,100,6,1049.3700000000003,2,5,4,254,Can't Loose,0.2707774798927614,0.02380952380952381,0.003744994486556716,5,3
14079,123,1,375.1,2,1,2,212,Hibernating,0.3324396782841823,0.0,0.0013386578917897632,3,5
14080,31,1,45.6,4,1,1,411,Promising,0.08579088471849866,0.0,0.00016273740300083497,1,2
14081,301,2,934.52,1,3,3,133,At Risk,0.8096514745308311,0.004761904761904762,0.0033351174967618485,4,1
14082,363,1,182.25,1,1,1,111,Hibernating,0.9758713136729222,0.0,0.0006504142915987319,4,1
14083,3,9,1018.4299999999997,5,5,4,554,Champions,0.010723860589812333,0.0380952380952381,0.0036345757310995686,1,2
14085,1,18,4448.539999999997,5,5,5,555,Champions,0.005361930294906166,0.08095238095238096,0.01587596155143276,1,2
14087,1,1,194.42,5,1,1,511,New Customers,0.005361930294906166,0.0,0.0006938466204259283,1,2
14088,9,13,50491.81,5,5,5,555,Champions,0.026809651474530835,0.05714285714285715,0.18019530772393835,1,2
14089,55,1,161.0,3,1,1,311,About to Sleep,0.15013404825737267,0.0,0.0005745772342792638,5,3
14090,323,1,76.32000000000002,1,1,1,111,Hibernating,0.868632707774799,0.0,0.00027237102186455545,4,1
14092,6,14,4076.910000000003,5,5,5,555,Champions,0.01876675603217158,0.06190476190476192,0.014549687405002952,1,2
14093,11,1,442.84999999999985,5,1,2,512,New Customers,0.032171581769437,0.0,0.0015804442745377136,1,2
14096,3,17,65164.78999999966,5,5,5,555,Champions,0.010723860589812333,0.0761904761904762,0.23256027832663873,1,2
14098,35,1,147.34999999999997,3,1,1,311,About to Sleep,0.096514745308311,0.0,0.0005258630774599348,1,2
14099,15,11,3104.1700000000005,4,5,5,455,Loyal Customers,0.04289544235924933,0.04761904761904763,0.011078170269146974,1,2
14100,136,1,194.9,2,1,1,211,Hibernating,0.3672922252010724,0.0,0.0006955596457206741,3,5
14101,72,6,5976.79,2,5,5,255,Can't Loose,0.1957104557640751,0.02380952380952381,0.021329984273714044,5,3
14102,4,5,1360.2800000000002,5,4,4,544,Champions,0.013404825737265416,0.01904761904761905,0.0048545709332012245,1,2
14104,153,2,216.21,2,3,1,231,At Risk,0.4128686327077748,0.004761904761904762,0.0007716108312019853,3,5
14105,238,1,1266.2300000000002,1,1,4,114,Hibernating,0.6407506702412868,0.0,0.004518925039512002,2,4
14107,50,7,2703.23,3,5,5,355,Loyal Customers,0.13672922252010725,0.028571428571428577,0.009647294515656735,5,3
14108,29,2,597.9100000000002,4,3,3,433,Potential Loyalists,0.08042895442359249,0.004761904761904762,0.0021338228207945014,1,2
14109,71,1,144.2,2,1,1,211,Hibernating,0.193029490616622,0.0,0.0005146213489631667,5,3
14110,2,12,5683.149999999999,5,5,5,555,Champions,0.00804289544235925,0.05238095238095239,0.0202820410496534,1,2
14111,13,4,692.85,4,4,3,443,Loyal Customers,0.03753351206434317,0.014285714285714287,0.0024726449488843972,1,2
14112,21,7,2915.149999999997,4,5,5,455,Loyal Customers,0.05898123324396783,0.028571428571428577,0.01040359518328692,1,2
14113,2,4,1840.4200000000005,5,4,4,544,Champions,0.00804289544235925,0.014285714285714287,0.006568095860324491,1,2
14114,272,2,386.53,1,3,2,132,At Risk,0.7319034852546917,0.004761904761904762,0.0013794493066208934,2,4
14116,18,5,1382.7400000000002,4,4,4,444,Loyal Customers,0.050938337801608585,0.01904761904761905,0.00493472624178453,1,2
14117,142,1,90.0,2,1,1,211,Hibernating,0.3833780160857909,0.0,0.00032119224276480585,3,5
14121,2,4,2780.15,5,4,5,545,Champions,0.00804289544235925,0.014285714285714287,0.009921806819139723,1,2
14124,83,1,419.58,2,1,2,212,Hibernating,0.225201072386059,0.0,0.0014973982357695248,5,3
14125,9,3,2740.4300000000017,5,3,5,535,Potential Loyalists,0.026809651474530835,0.009523809523809525,0.009780053975999528,1,2
14126,6,3,706.1300000000001,5,3,3,533,Potential Loyalists,0.01876675603217158,0.009523809523809525,0.0025200386487056934,1,2
14127,121,3,709.7099999999997,2,3,3,233,At Risk,0.32707774798927614,0.009523809523809525,0.0025328149623623365,3,5
14128,59,2,637.5000000000001,3,3,3,333,Need Attention,0.16085790884718498,0.004761904761904762,0.002275111719584042,5,3
14129,0,4,1123.86,5,4,4,544,Champions,0.002680965147453083,0.014285714285714287,0.004010834599485052,1,2
14130,318,1,483.86,1,1,2,112,Hibernating,0.8552278820375335,0.0,0.0017268008731575442,4,1
14132,1,11,3586.030000000001,5,5,5,555,Champions,0.005361930294906166,0.04761904761904763,0.012797833536909746,1,2
14133,128,3,605.6399999999999,2,3,3,233,At Risk,0.34584450402144773,0.009523809523809525,0.0021614096656452997,3,5
14135,0,15,4690.31,5,5,5,555,Champions,0.002680965147453083,0.06666666666666668,0.016738790979579966,1,2
14138,0,2,982.3800000000003,5,3,4,534,Potential Loyalists,0.002680965147453083,0.004761904761904762,0.003505920393858779,1,2
14139,45,1,415.82,3,1,2,312,About to Sleep,0.12332439678284182,0.0,0.001483979537627351,5,3
14140,2,2,935.0499999999997,5,3,3,533,Potential Loyalists,0.00804289544235925,0.004761904761904762,0.0033370089621914626,1,2
14141,1,4,915.1300000000003,5,4,3,543,Champions,0.005361930294906166,0.014285714285714287,0.003265918412459521,1,2
14142,372,1,311.81000000000006,1,1,2,112,Hibernating,1.0,0.0,0.0011127883690721571,4,1
14143,132,1,115.8,2,1,1,211,Hibernating,0.35656836461126007,0.0,0.00041326735235738354,3,5
14145,45,4,3742.2,3,4,5,345,Loyal Customers,0.12332439678284182,0.014285714285714287,0.013355173454160627,5,3
14146,7,5,4190.999999999999,5,4,5,545,Champions,0.021447721179624665,0.01904761904761905,0.01495685210474779,1,2
14147,77,2,483.4,2,3,2,232,At Risk,0.20911528150134048,0.004761904761904762,0.0017251592239167462,5,3
14148,232,1,157.2,1,1,1,111,Hibernating,0.6246648793565683,0.0,0.0005610157840291942,2,4
14149,219,1,446.62000000000006,1,1,2,112,Hibernating,0.5898123324396783,0.0,0.0015938986607068623,2,4
14150,34,2,658.6400000000001,3,3,3,333,Need Attention,0.09383378016085792,0.004761904761904762,0.0023505562086067974,1,2
14152,74,2,621.2900000000002,2,3,3,233,At Risk,0.20107238605898123,0.004761904761904762,0.002217261427859403,5,3
14154,238,2,1345.6200000000003,1,3,4,134,At Risk,0.6407506702412868,0.004761904761904762,0.004802252285657536,2,4
14155,265,1,118.75,1,1,1,111,Hibernating,0.7131367292225201,0.0,0.0004237953203146744,2,4
14156,8,54,117379.6299999998,5,5,5,555,Champions,0.02412868632707775,0.25238095238095243,0.4189047401622559,6,9
14157,18,2,432.88000000000017,4,3,2,432,Potential Loyalists,0.050938337801608585,0.004761904761904762,0.001544863311644769,1,2
14158,39,1,507.66000000000014,3,1,3,313,About to Sleep,0.10723860589812333,0.0,0.0018117383773553488,1,2
14159,18,11,4693.009999999989,4,5,5,455,Loyal Customers,0.050938337801608585,0.04761904761904763,0.016748426746862867,1,2
14161,214,3,1110.52,1,3,4,134,At Risk,0.5764075067024129,0.009523809523809525,0.003963226771501914,2,4
14162,172,2,289.36000000000007,2,3,2,232,At Risk,0.4638069705093834,0.004761904761904762,0.001032668748515825,3,5
14163,86,4,2445.9100000000008,2,4,5,245,At Risk,0.23324396782841825,0.014285714285714287,0.008728970205565184,5,3
14164,69,2,1631.7700000000002,3,3,4,334,Need Attention,0.18766756032171583,0.004761904761904762,0.0058234651775147485,5,3
14165,274,1,122.54,1,1,1,111,Hibernating,0.7372654155495979,0.0,0.00043732108253777014,2,4
14167,38,4,574.8399999999998,3,4,3,343,Loyal Customers,0.10455764075067024,0.014285714285714287,0.0020514905425657883,1,2
14171,97,1,363.79,2,1,2,212,Hibernating,0.26273458445040215,0.0,0.0012982947332823194,5,3
14173,9,4,450.84,5,4,2,542,Champions,0.026809651474530835,0.014285714285714287,0.0016089590080898342,1,2
14174,32,1,134.46,3,1,1,311,About to Sleep,0.08847184986595175,0.0,0.00047986121069062,1,2
14175,58,3,3222.300000000001,3,3,5,335,Need Attention,0.1581769436997319,0.009523809523809525,0.011499752931789271,5,3
14176,296,4,576.9,1,4,3,143,At Risk,0.7962466487935657,0.014285714285714287,0.0020588422761224057,4,1
14177,85,4,559.4100000000002,2,4,3,243,At Risk,0.23056300268096516,0.014285714285714287,0.0019964239169451125,5,3
14178,7,7,1620.93,5,5,4,554,Champions,0.021447721179624665,0.028571428571428577,0.005784779356275076,1,2
14179,39,2,719.7799999999997,3,3,3,333,Need Attention,0.10723860589812333,0.004761904761904762,0.002568752805525021,1,2
14180,9,25,4748.519999999999,5,5,5,555,Champions,0.026809651474530835,0.1142857142857143,0.01694653098459484,1,2
14184,65,1,452.89,3,1,2,312,About to Sleep,0.1769436997319035,0.0,0.001616275053619477,5,3
14185,330,1,197.65,1,1,1,111,Hibernating,0.8873994638069705,0.0,0.0007053738531384876,4,1
14188,29,6,2054.36,4,5,4,454,Loyal Customers,0.08042895442359249,0.02380952380952381,0.007331605509403407,1,2
14189,1,15,4654.079999999998,5,5,5,555,Champions,0.005361930294906166,0.06666666666666668,0.016609493257853634,1,2
14191,0,13,4684.760000000001,5,5,5,555,Champions,0.002680965147453083,0.05714285714285715,0.01671898412460947,1,2
14193,66,2,853.3900000000001,3,3,3,333,Need Attention,0.17962466487935658,0.004761904761904762,0.0030455805339228634,5,3
14194,3,20,11349.519999999986,5,5,5,555,Champions,0.010723860589812333,0.09047619047619049,0.04050419759004461,1,2
14195,200,2,1011.9999999999997,1,3,4,134,At Risk,0.5388739946380697,0.004761904761904762,0.0036116283297553714,3,5
14196,105,1,335.52,2,1,2,212,Hibernating,0.28418230563002683,0.0,0.0011974046810271962,5,3
14198,17,4,701.3999999999999,4,4,3,443,Loyal Customers,0.0482573726541555,0.014285714285714287,0.0025031582119470533,1,2
14199,217,1,185.4,1,1,1,111,Hibernating,0.5844504021447722,0.0,0.0006616560200955001,2,4
14201,59,7,747.4399999999998,3,5,3,353,Loyal Customers,0.16085790884718498,0.028571428571428577,0.0026674658881347384,5,3
14204,1,1,161.02999999999997,5,1,1,511,New Customers,0.005361930294906166,0.0,0.0005746842983601853,1,2
14205,15,2,466.7000000000001,4,3,2,432,Potential Loyalists,0.04289544235924933,0.004761904761904762,0.0016655602188703881,1,2
14206,238,1,328.1599999999999,1,1,2,112,Hibernating,0.6407506702412868,0.0,0.0011711382931744296,2,4
14208,93,1,151.73999999999995,2,1,1,211,Hibernating,0.2520107238605898,0.0,0.0005415301213014625,5,3
14209,9,6,2073.4300000000007,5,5,5,555,Champions,0.026809651474530835,0.02380952380952381,0.007399662576842574,1,2
14210,104,6,1905.84,2,5,4,254,Can't Loose,0.28150134048257375,0.02380952380952381,0.006801566932787529,5,3
14211,52,9,2241.100000000001,3,5,5,355,Loyal Customers,0.14209115281501342,0.0380952380952381,0.007998043725113408,5,3
14212,88,1,1070.48,2,1,4,214,Hibernating,0.2386058981233244,0.0,0.0038203319114985487,5,3
14214,29,5,1004.3799999999997,4,4,4,444,Loyal Customers,0.08042895442359249,0.01904761904761905,0.0035844340532012846,1,2
14215,10,6,1789.7200000000007,5,5,4,554,Champions,0.029490616621983913,0.02380952380952381,0.006387157563566984,1,2
14216,2,4,1839.3,5,4,4,544,Champions,0.00804289544235925,0.014285714285714287,0.006564098801303416,1,2
14217,0,17,2004.98,5,5,4,554,Champions,0.002680965147453083,0.0761904761904762,0.00715537803220645,1,2
14218,41,1,169.48000000000005,3,1,1,311,About to Sleep,0.1126005361930295,0.0,0.0006048406811531035,1,2
14219,3,1,89.94,5,1,1,511,New Customers,0.010723860589812333,0.0,0.0003209781146029627,1,2
14220,246,2,632.4,1,3,3,133,At Risk,0.6621983914209115,0.004761904761904762,0.002256910825827369,2,4
14221,41,9,3432.7999999999993,3,5,5,355,Loyal Customers,0.1126005361930295,0.0380952380952381,0.012250985899589171,1,2
14222,176,1,683.17,2,1,3,213,Hibernating,0.4745308310991957,0.0,0.0024380989387736934,3,5
14223,91,3,991.13,2,3,4,234,At Risk,0.24664879356568364,0.009523809523809525,0.003537147417460912,5,3
14224,109,4,1050.12,2,4,4,244,At Risk,0.29490616621983917,0.014285714285714287,0.0037476710885797544,5,3
14226,27,5,2232.19,4,4,5,445,Loyal Customers,0.07506702412868634,0.01904761904761905,0.00796624569307969,1,2
14227,25,8,3350.9600000000014,4,5,5,455,Loyal Customers,0.06970509383378017,0.03333333333333334,0.011958915086835048,1,2
14229,50,4,1547.2,3,4,4,344,Loyal Customers,0.13672922252010725,0.014285714285714287,0.005521651533396752,5,3
14231,182,3,925.71,1,3,3,133,At Risk,0.4906166219839142,0.009523809523809525,0.0033036763449978716,3,5
14232,41,5,2048.0700000000006,3,4,4,344,Loyal Customers,0.1126005361930295,0.01904761904761905,0.0073091577404368465,1,2
