Customer ID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_SCORE,Segment
13710,30,1,180.48000000000002,4,1,1,411,Promising
13711,217,2,252.06000000000003,1,2,2,122,Hibernating
13712,245,1,228.83999999999997,1,1,1,111,Hibernating
13715,280,5,1079.3399999999997,1,4,4,144,At Risk
13716,268,1,138.28,1,1,1,111,Hibernating
13717,31,6,1445.0100000000002,4,5,4,454,Loyal Customers
13718,245,2,306.55,1,2,2,122,Hibernating
13719,14,5,1041.68,4,4,4,444,Loyal Customers
13720,115,4,799.8999999999999,2,4,3,243,At Risk
13721,35,1,524.14,3,1,3,313,About to Sleep
13722,130,3,2375.4100000000008,2,3,5,235,At Risk
13723,216,1,199.85000000000002,1,1,1,111,Hibernating
13725,48,8,1980.5600000000004,3,5,4,354,Loyal Customers
13726,37,2,1079.6600000000003,3,2,4,324,About to Sleep
13727,27,2,333.4800000000001,4,2,2,422,Potential Loyalists
13728,35,6,1016.1399999999999,3,5,4,354,Loyal Customers
13730,134,2,752.5999999999998,2,2,3,223,Hibernating
13731,218,2,610.5899999999999,1,2,3,123,Hibernating
13732,27,1,491.86,4,1,3,413,Promising
13735,23,4,2885.2399999999975,4,4,5,445,Loyal Customers
13736,4,2,731.8999999999999,5,2,3,523,Potential Loyalists
13737,199,1,339.59999999999997,1,1,2,112,Hibernating
13739,17,1,216.9,4,1,1,411,Promising
13740,239,1,350.75,1,1,2,112,Hibernating
13741,70,3,668.43,3,3,3,333,Need Attention
13742,15,12,3131.020000000001,4,5,5,455,Loyal Customers
13743,1,7,1341.5999999999997,5,5,4,554,Champions
13744,94,2,1156.36,2,2,4,224,Hibernating
13745,161,1,300.03999999999996,2,1,2,212,Hibernating
13747,372,1,79.6,1,1,1,111,Hibernating
13748,94,4,948.2499999999998,2,4,4,244,At Risk
13750,52,5,1647.2599999999998,3,4,4,344,Loyal Customers
13751,287,1,296.24999999999994,1,1,2,112,Hibernating
13752,123,6,1186.2800000000002,2,5,4,254,Can't Loose
13753,286,1,741.26,1,1,3,113,Hibernating
13754,150,2,282.6,2,2,2,222,Hibernating
13755,2,9,2161.3500000000013,5,5,5,555,Champions
13756,1,14,5189.519999999995,5,5,5,555,Champions
13758,10,7,3190.550000000001,5,5,5,555,Champions
13759,32,2,659.41,3,2,3,323,About to Sleep
13760,53,2,286.78999999999996,3,2,2,322,About to Sleep
13761,49,2,1070.65,3,2,4,324,About to Sleep
13762,217,1,306.72,1,1,2,112,Hibernating
13763,62,1,1714.9599999999998,3,1,4,314,About to Sleep
13764,69,3,1521.7600000000002,3,3,4,334,Need Attention
13767,1,36,17220.360000000008,5,5,5,555,Champions
13769,1,10,2796.5099999999993,5,5,5,555,Champions
13771,63,4,2634.450000000001,3,4,5,345,Loyal Customers
13772,32,3,1132.13,3,3,4,334,Need Attention
13774,80,1,344.99999999999994,2,1,2,212,Hibernating
13777,-1,32,25977.15999999998,5,5,5,555,Champions
13778,102,1,178.7,2,1,1,211,Hibernating
13780,6,2,360.01,5,2,2,522,Potential Loyalists
13781,249,1,127.84000000000002,1,1,1,111,Hibernating
13782,11,6,911.9999999999992,5,5,3,553,Champions
13784,8,11,2462.7899999999995,5,5,5,555,Champions
13786,366,1,230.4,1,1,1,111,Hibernating
13787,74,2,309.04,2,2,2,222,Hibernating
13790,3,1,348.79999999999995,5,1,2,512,New Customers
13791,126,2,1516.0,2,2,4,224,Hibernating
13792,65,2,195.54999999999995,3,2,1,321,About to Sleep
13798,0,57,37153.84999999998,5,5,5,555,Champions
13799,115,2,688.8600000000002,2,2,3,223,Hibernating
13800,308,1,558.3199999999997,1,1,3,113,Hibernating
13801,65,1,324.79999999999995,3,1,2,312,About to Sleep
13802,137,3,4599.420000000001,2,3,5,235,At Risk
13803,254,1,277.07000000000005,1,1,2,112,Hibernating
13804,29,7,2635.7900000000004,4,5,5,455,Loyal Customers
13805,51,2,924.5999999999999,3,2,3,323,About to Sleep
13806,62,1,256.38,3,1,2,312,About to Sleep
13807,366,1,112.6,1,1,1,111,Hibernating
13808,4,5,1747.66,5,4,4,544,Champions
13809,304,1,155.05,1,1,1,111,Hibernating
13810,27,3,1499.01,4,3,4,434,Potential Loyalists
13811,182,3,814.5,1,3,3,133,At Risk
13812,41,3,538.9999999999999,3,3,3,333,Need Attention
13813,38,4,1366.8599999999994,3,4,4,344,Loyal Customers
13814,91,2,1579.1200000000001,2,2,4,224,Hibernating
13815,21,4,4027.3599999999983,4,4,5,445,Loyal Customers
13816,22,2,571.6700000000001,4,2,3,423,Potential Loyalists
13817,28,2,382.9799999999999,4,2,2,422,Potential Loyalists
13819,300,3,1140.35,1,3,4,134,At Risk
13821,143,2,385.64,2,2,2,222,Hibernating
13822,4,2,632.0000000000001,5,2,3,523,Potential Loyalists
13823,17,2,957.6600000000001,4,2,4,424,Potential Loyalists
13824,31,5,1698.9399999999998,4,4,4,444,Loyal Customers
13826,175,1,189.5,2,1,1,211,Hibernating
13827,56,3,412.0499999999998,3,3,2,332,Need Attention
13828,21,1,209.49000000000004,4,1,1,411,Promising
13831,15,6,2202.99,4,5,5,455,Loyal Customers
13832,18,1,52.199999999999996,4,1,1,411,Promising
13833,158,1,384.7999999999999,2,1,2,212,Hibernating
13835,24,4,834.57,4,4,3,443,Loyal Customers
13837,210,2,271.24000000000007,1,2,2,122,Hibernating
13838,4,4,691.7299999999999,5,4,3,543,Champions
13841,251,1,85.0,1,1,1,111,Hibernating
13842,57,9,3385.619999999999,3,5,5,355,Loyal Customers
13844,10,1,361.62,5,1,2,512,New Customers
13845,63,1,312.98,3,1,2,312,About to Sleep
13846,23,3,865.0600000000005,4,3,3,433,Potential Loyalists
13848,91,3,1255.0,2,3,4,234,At Risk
13849,50,2,1537.95,3,2,4,324,About to Sleep
13850,128,1,1595.4799999999996,2,1,4,214,Hibernating
13851,94,3,2651.46,2,3,5,235,At Risk
13853,56,1,1090.14,3,1,4,314,About to Sleep
13854,7,25,8109.5199999999995,5,5,5,555,Champions
13856,167,3,388.5,2,3,2,232,At Risk
13858,56,1,216.16999999999996,3,1,1,311,About to Sleep
13859,325,1,201.16,1,1,1,111,Hibernating
13860,0,4,1245.9000000000003,5,4,4,544,Champions
13862,17,8,2209.360000000001,4,5,5,455,Loyal Customers
13863,246,1,305.78000000000003,1,1,2,112,Hibernating
13865,57,4,501.56,3,4,3,343,Loyal Customers
13866,73,1,145.67,2,1,1,211,Hibernating
13867,30,3,1015.2900000000002,4,3,4,434,Potential Loyalists
13868,6,2,3192.54,5,2,5,525,Potential Loyalists
13869,122,4,3104.9500000000035,2,4,5,245,At Risk
13870,1,8,2770.9400000000005,5,5,5,555,Champions
13871,21,12,6403.250000000004,4,5,5,455,Loyal Customers
13873,118,3,389.6,2,3,2,232,At Risk
13874,357,1,540.45,1,1,3,113,Hibernating
13875,52,5,1786.7900000000004,3,4,4,344,Loyal Customers
13876,62,1,122.69999999999999,3,1,1,311,About to Sleep
13877,85,1,117.24000000000001,2,1,1,211,Hibernating
13878,53,1,1281.53,3,1,4,314,About to Sleep
13880,20,13,3219.7700000000004,4,5,5,455,Loyal Customers
13881,2,20,17159.519999999993,5,5,5,555,Champions
13882,1,5,1191.1299999999999,5,4,4,544,Champions
13883,9,5,2674.479999999998,5,4,5,545,Champions
13884,6,5,787.6000000000001,5,4,3,543,Champions
13885,188,2,506.8000000000001,1,2,3,123,Hibernating
13886,70,1,243.56000000000003,3,1,1,311,About to Sleep
13887,203,1,349.54999999999995,1,1,2,112,Hibernating
13888,118,2,605.63,2,2,3,223,Hibernating
13889,91,1,416.9,2,1,2,212,Hibernating
13890,0,10,1883.8099999999995,5,5,4,554,Champions
13892,25,4,632.97,4,4,3,443,Loyal Customers
13893,296,1,821.1,1,1,3,113,Hibernating
13894,22,3,564.62,4,3,3,433,Potential Loyalists
13895,27,4,2593.0699999999993,4,4,5,445,Loyal Customers
13897,49,1,311.15999999999997,3,1,2,312,About to Sleep
13898,324,1,155.93,1,1,1,111,Hibernating
13899,15,2,388.52000000000004,4,2,2,422,Potential Loyalists
13900,182,3,740.9499999999997,1,3,3,133,At Risk
13901,71,5,2867.2,2,4,5,245,At Risk
13904,36,2,332.63999999999993,3,2,2,322,About to Sleep
13908,78,4,2369.5499999999984,2,4,5,245,At Risk
13911,56,9,2580.909999999999,3,5,5,355,Loyal Customers
13914,10,2,626.4499999999999,5,2,3,523,Potential Loyalists
13917,48,2,272.04,3,2,2,322,About to Sleep
13918,48,2,1212.8400000000001,3,2,4,324,About to Sleep
13919,58,2,384.81,3,2,2,322,About to Sleep
13922,350,1,172.24999999999997,1,1,1,111,Hibernating
13923,52,1,351.13000000000005,3,1,2,312,About to Sleep
13924,0,6,1838.8500000000001,5,5,4,554,Champions
13925,91,3,678.2499999999999,2,3,3,233,At Risk
13926,22,1,223.85000000000002,4,1,1,411,Promising
13927,73,1,348.99,2,1,2,212,Hibernating
13928,9,4,464.56999999999994,5,4,2,542,Champions
13929,168,2,842.6500000000001,2,2,3,223,Hibernating
13930,56,2,337.3399999999999,3,2,2,322,About to Sleep
13931,94,2,1237.5300000000002,2,2,4,224,Hibernating
13932,293,1,307.4,1,1,2,112,Hibernating
13933,108,2,608.7899999999998,2,2,3,223,Hibernating
13934,262,1,922.0999999999997,1,1,3,113,Hibernating
13936,178,1,376.58,2,1,2,212,Hibernating
13937,168,1,158.85,2,1,1,211,Hibernating
13938,34,1,71.66,3,1,1,311,About to Sleep
13939,22,3,568.5499999999998,4,3,3,433,Potential Loyalists
13940,16,4,839.1400000000002,4,4,3,443,Loyal Customers
13941,20,5,5112.96,4,4,5,445,Loyal Customers
13946,78,3,561.57,2,3,3,233,At Risk
13947,64,1,90.6,3,1,1,311,About to Sleep
13948,359,1,101.99999999999999,1,1,1,111,Hibernating
13949,1,6,2427.3199999999974,5,5,5,555,Champions
13950,10,4,745.0600000000001,5,4,3,543,Champions
13951,175,3,674.4499999999998,2,3,3,233,At Risk
13952,216,2,3251.071,1,2,5,125,Hibernating
13953,6,7,3515.6800000000003,5,5,5,555,Champions
13954,0,2,439.92,5,3,2,532,Potential Loyalists
13955,153,2,322.96,2,3,2,232,At Risk
13956,4,5,1026.4200000000003,5,4,4,544,Champions
13959,78,3,598.1999999999999,2,3,3,233,At Risk
13960,20,2,230.22,4,3,1,431,Potential Loyalists
13962,20,2,169.55,4,3,1,431,Potential Loyalists
13963,307,4,664.54,1,4,3,143,At Risk
13967,144,1,80.7,2,1,1,211,Hibernating
13969,6,18,9053.940000000002,5,5,5,555,Champions
13971,17,8,2758.26,4,5,5,455,Loyal Customers
13972,69,2,190.25000000000009,3,3,1,331,Need Attention
13973,286,1,264.7,1,1,2,112,Hibernating
13974,48,1,413.59,3,1,2,312,About to Sleep
13975,30,6,2526.2799999999993,4,5,5,455,Loyal Customers
13976,205,1,357.9800000000001,1,1,2,112,Hibernating
13978,13,2,196.79,4,3,1,431,Potential Loyalists
13979,72,1,869.8700000000001,2,1,3,213,Hibernating
13980,59,1,200.14000000000001,3,1,1,311,About to Sleep
13982,38,4,1871.81,3,4,4,344,Loyal Customers
13983,28,12,2603.43,4,5,5,455,Loyal Customers
13984,25,5,920.5100000000001,4,4,3,443,Loyal Customers
13985,3,15,7060.130000000006,5,5,5,555,Champions
13986,16,1,320.46000000000004,4,1,2,412,Promising
13988,18,6,4147.960000000001,4,5,5,455,Loyal Customers
13989,64,2,1266.0799999999997,3,3,4,334,Need Attention
13990,212,1,311.3,1,1,2,112,Hibernating
13991,11,6,855.9699999999999,5,5,3,553,Champions
13992,29,1,76.8,4,1,1,411,Promising
13993,41,9,3466.36,3,5,5,355,Loyal Customers
13994,2,6,2313.140000000001,5,5,5,555,Champions
13995,14,5,1393.6899999999996,4,4,4,444,Loyal Customers
13999,9,12,3901.8100000000036,5,5,5,555,Champions
14000,210,1,635.6600000000001,1,1,3,113,Hibernating
14001,44,3,2043.08,3,3,4,334,Need Attention
14002,133,2,529.73,2,3,3,233,At Risk
14004,42,7,4582.639999999999,3,5,5,355,Loyal Customers
14005,8,5,2874.7200000000007,5,4,5,545,Champions
14006,114,3,962.1899999999999,2,3,4,234,At Risk
14009,197,2,695.6099999999999,1,3,3,133,At Risk
14012,276,1,328.8,1,1,2,112,Hibernating
14013,109,3,473.02,2,3,2,232,At Risk
14014,76,1,505.18000000000006,2,1,3,213,Hibernating
14015,51,1,917.34,3,1,3,313,About to Sleep
14016,160,4,4341.21,2,4,5,245,At Risk
14019,45,3,1421.6100000000004,3,3,4,334,Need Attention
14020,15,2,642.8000000000001,4,3,3,433,Potential Loyalists
14021,154,3,631.9000000000001,2,3,3,233,At Risk
14022,224,1,440.0,1,1,2,112,Hibernating
14023,6,2,584.0699999999998,5,3,3,533,Potential Loyalists
14024,120,2,327.7,2,3,2,232,At Risk
14027,59,1,104.82000000000002,3,1,1,311,About to Sleep
14029,62,2,467.65999999999997,3,3,2,332,Need Attention
14030,17,8,2360.0899999999997,4,5,5,455,Loyal Customers
14031,6,19,17286.859999999997,5,5,5,555,Champions
14032,1,11,2975.5900000000006,5,5,5,555,Champions
14034,21,3,651.8200000000002,4,3,3,433,Potential Loyalists
14035,27,5,1428.0200000000002,4,4,4,444,Loyal Customers
14036,283,1,626.6499999999999,1,1,3,113,Hibernating
14037,175,2,147.20000000000005,2,3,1,231,At Risk
14038,77,3,1560.379999999999,2,3,4,234,At Risk
14039,32,1,152.2,3,1,1,311,About to Sleep
14040,39,12,3614.9199999999996,3,5,5,355,Loyal Customers
14041,265,1,141.41,1,1,1,111,Hibernating
14044,25,4,652.8199999999993,4,4,3,443,Loyal Customers
14045,108,4,1659.75,2,4,4,244,At Risk
14046,283,1,154.98999999999998,1,1,1,111,Hibernating
14047,7,5,1308.61,5,4,4,544,Champions
14048,304,1,409.9299999999999,1,1,2,112,Hibernating
14049,15,4,5681.719999999997,4,4,5,445,Loyal Customers
14050,30,2,746.3600000000001,4,3,3,433,Potential Loyalists
14051,-1,23,15610.389999999989,5,5,5,555,Champions
14052,18,1,225.35999999999993,4,1,1,411,Promising
14053,123,2,260.25,2,3,2,232,At Risk
14054,64,1,92.46,3,1,1,311,About to Sleep
14055,105,1,725.6400000000001,2,1,3,213,Hibernating
14056,0,23,8214.64999999998,5,5,5,555,Champions
14057,22,17,6217.960000000002,4,5,5,455,Loyal Customers
14059,265,1,183.59999999999997,1,1,1,111,Hibernating
14060,3,19,6140.419999999998,5,5,5,555,Champions
14062,8,12,10464.85,5,5,5,555,Champions
14064,28,5,1353.7400000000002,4,4,4,444,Loyal Customers
14066,265,1,152.55,1,1,1,111,Hibernating
14067,62,2,374.69999999999993,3,3,2,332,Need Attention
14068,319,1,265.85,1,1,2,112,Hibernating
14071,2,8,1438.820000000003,5,5,4,554,Champions
14073,31,1,151.04,4,1,1,411,Promising
14075,3,3,942.2599999999998,5,3,4,534,Potential Loyalists
14076,128,1,122.46999999999997,2,1,1,211,Hibernating
14077,39,5,499.41999999999996,3,4,3,343,Loyal Customers
14078,100,6,1049.3700000000003,2,5,4,254,Can't Loose
14079,123,1,375.09999999999997,2,1,2,212,Hibernating
14080,31,1,45.599999999999994,4,1,1,411,Promising
14081,301,2,934.5200000000001,1,3,3,133,At Risk
14082,363,1,182.24999999999997,1,1,1,111,Hibernating
14083,3,9,1018.4299999999998,5,5,4,554,Champions
14085,1,18,4448.539999999997,5,5,5,555,Champions
14087,1,1,194.42,5,1,1,511,New Customers
14088,9,13,50491.81,5,5,5,555,Champions
14089,55,1,161.0,3,1,1,311,About to Sleep
14090,323,1,76.32000000000001,1,1,1,111,Hibernating
14092,6,14,4076.910000000003,5,5,5,555,Champions
14093,11,1,442.8499999999999,5,1,2,512,New Customers
14096,3,17,65164.78999999966,5,5,5,555,Champions
14098,35,1,147.34999999999997,3,1,1,311,About to Sleep
14099,15,11,3104.1700000000005,4,5,5,455,Loyal Customers
14100,136,1,194.9,2,1,1,211,Hibernating
14101,72,6,5976.79,2,5,5,255,Can't Loose
14102,4,5,1360.2800000000002,5,4,4,544,Champions
14104,153,2,216.20999999999998,2,3,1,231,At Risk
14105,238,1,1266.2300000000002,1,1,4,114,Hibernating
14107,50,7,2703.23,3,5,5,355,Loyal Customers
14108,29,2,597.9100000000001,4,3,3,433,Potential Loyalists
14109,71,1,144.2,2,1,1,211,Hibernating
14110,2,12,5683.149999999999,5,5,5,555,Champions
14111,13,4,692.85,4,4,3,443,Loyal Customers
14112,21,7,2915.1499999999974,4,5,5,455,Loyal Customers
14113,2,4,1840.4200000000005,5,4,4,544,Champions
14114,272,2,386.53,1,3,2,132,At Risk
14116,18,5,1382.7400000000002,4,4,4,444,Loyal Customers
14117,142,1,90.0,2,1,1,211,Hibernating
14121,2,4,2780.1499999999996,5,4,5,545,Champions
14124,83,1,419.58000000000004,2,1,2,212,Hibernating
14125,9,3,2740.4300000000017,5,3,5,535,Potential Loyalists
14126,6,3,706.1300000000001,5,3,3,533,Potential Loyalists
14127,121,3,709.7099999999996,2,3,3,233,At Risk
14128,59,2,637.5000000000001,3,3,3,333,Need Attention
14129,0,4,1123.86,5,4,4,544,Champions
14130,318,1,483.85999999999996,1,1,2,112,Hibernating
14132,1,11,3586.030000000001,5,5,5,555,Champions
14133,128,3,605.6399999999999,2,3,3,233,At Risk
14135,0,15,4690.31,5,5,5,555,Champions
14138,0,2,982.3800000000005,5,3,4,534,Potential Loyalists
14139,45,1,415.81999999999994,3,1,2,312,About to Sleep
14140,2,2,935.0499999999996,5,3,3,533,Potential Loyalists
14141,1,4,915.1300000000002,5,4,3,543,Champions
14142,372,1,311.81000000000006,1,1,2,112,Hibernating
14143,132,1,115.8,2,1,1,211,Hibernating
14145,45,4,3742.2,3,4,5,345,Loyal Customers
14146,7,5,4190.999999999999,5,4,5,545,Champions
14147,77,2,483.4,2,3,2,232,At Risk
14148,232,1,157.2,1,1,1,111,Hibernating
14149,219,1,446.62000000000006,1,1,2,112,Hibernating
14150,34,2,658.6400000000001,3,3,3,333,Need Attention
14152,74,2,621.2900000000002,2,3,3,233,At Risk
14154,238,2,1345.6200000000003,1,3,4,134,At Risk
14155,265,1,118.75,1,1,1,111,Hibernating
14156,8,54,117379.6299999998,5,5,5,555,Champions
14157,18,2,432.88000000000017,4,3,2,432,Potential Loyalists
14158,39,1,507.66000000000014,3,1,3,313,About to Sleep
14159,18,11,4693.00999999999,4,5,5,455,Loyal Customers
14161,214,3,1110.52,1,3,4,134,At Risk
14162,172,2,289.36000000000007,2,3,2,232,At Risk
14163,86,4,2445.9100000000008,2,4,5,245,At Risk
14164,69,2,1631.7700000000002,3,3,4,334,Need Attention
14165,274,1,122.53999999999999,1,1,1,111,Hibernating
14167,38,4,574.8399999999999,3,4,3,343,Loyal Customers
14171,97,1,363.78999999999996,2,1,2,212,Hibernating
14173,9,4,450.84000000000003,5,4,2,542,Champions
14174,32,1,134.46,3,1,1,311,About to Sleep
14175,58,3,3222.3000000000006,3,3,5,335,Need Attention
14176,296,4,576.9,1,4,3,143,At Risk
14177,85,4,559.4100000000001,2,4,3,243,At Risk
14178,7,7,1620.93,5,5,4,554,Champions
14179,39,2,719.7799999999997,3,3,3,333,Need Attention
14180,9,25,4748.519999999998,5,5,5,555,Champions
14184,65,1,452.89,3,1,2,312,About to Sleep
14185,330,1,197.65,1,1,1,111,Hibernating
14188,29,6,2054.3599999999997,4,5,4,454,Loyal Customers
14189,1,15,4654.079999999998,5,5,5,555,Champions
14191,0,13,4684.760000000001,5,5,5,555,Champions
14193,66,2,853.3900000000001,3,3,3,333,Need Attention
14194,3,20,11349.519999999986,5,5,5,555,Champions
14195,200,2,1011.9999999999998,1,3,4,134,At Risk
14196,105,1,335.52,2,1,2,212,Hibernating
14198,17,4,701.3999999999999,4,4,3,443,Loyal Customers
14199,217,1,185.39999999999998,1,1,1,111,Hibernating
14201,59,7,747.4399999999999,3,5,3,353,Loyal Customers
14204,1,1,161.02999999999997,5,1,1,511,New Customers
14205,15,2,466.70000000000005,4,3,2,432,Potential Loyalists
14206,238,1,328.1599999999999,1,1,2,112,Hibernating
14208,93,1,151.73999999999998,2,1,1,211,Hibernating
14209,9,6,2073.4300000000003,5,5,5,555,Champions
14210,104,6,1905.8400000000001,2,5,4,254,Can't Loose
14211,52,9,2241.1000000000004,3,5,5,355,Loyal Customers
14212,88,1,1070.48,2,1,4,214,Hibernating
14214,29,5,1004.3799999999997,4,4,4,444,Loyal Customers
14215,10,6,1789.7200000000005,5,5,4,554,Champions
14216,2,4,1839.3,5,4,4,544,Champions
14217,0,17,2004.9800000000002,5,5,4,554,Champions
14218,41,1,169.48000000000002,3,1,1,311,About to Sleep
14219,3,1,89.94,5,1,1,511,New Customers
14220,246,2,632.4,1,3,3,133,At Risk
14221,41,9,3432.7999999999993,3,5,5,355,Loyal Customers
14222,176,1,683.17,2,1,3,213,Hibernating
14223,91,3,991.13,2,3,4,234,At Risk
14224,109,4,1050.1200000000001,2,4,4,244,At Risk
14226,27,5,2232.19,4,4,5,445,Loyal Customers
14227,25,8,3350.9600000000014,4,5,5,455,Loyal Customers
14229,50,4,1547.2,3,4,4,344,Loyal Customers
14231,182,3,925.71,1,3,3,133,At Risk
14232,41,5,2048.0700000000006,3,4,4,344,Loyal Customers
14233,48,4,1462.7200000000007,3,4,4,344,Loyal Customers
14234,21,4,775.4600000000004,4,4,3,443,Loyal Customers
14235,74,5,3144.8599999999997,2,4,5,245,At Risk
14236,79,2,490.86,2,3,3,233,At Risk
14237,372,1,161.00000000000003,1,1,1,111,Hibernating
14238,325,1,146.85,1,1,1,111,Hibernating
14239,42,11,2380.8500000000017,3,5,5,355,Loyal Customers
14240,29,2,890.3400000000005,4,3,3,433,Potential Loyalists
14241,182,1,213.70000000000002,1,1,1,111,Hibernating
14242,233,2,280.55,1,3,2,132,At Risk
14243,7,10,2588.769999999999,5,5,5,555,Champions
14245,218,2,1693.4499999999996,1,3,4,134,At Risk
14246,109,3,1474.0600000000006,2,3,4,234,At Risk
14247,277,1,136.77,1,1,1,111,Hibernating
14248,317,1,302.58,1,1,2,112,Hibernating
14250,6,3,1904.0500000000002,5,3,4,534,Potential Loyalists
14251,0,5,2879.7000000000003,5,4,5,545,Champions
14256,259,2,969.06,1,3,4,134,At Risk
14257,63,5,3099.72,3,4,5,345,Loyal Customers
14258,8,9,12669.979999999996,5,5,5,555,Champions
14259,140,1,120.0,2,1,1,211,Hibernating
14261,49,2,1163.4499999999998,3,3,4,334,Need Attention
14262,7,8,2618.230000000001,5,5,5,555,Champions
14264,153,2,333.97,2,3,2,232,At Risk
14265,108,2,530.18,2,3,3,233,At Risk
14267,161,3,1516.2399999999998,2,3,4,234,At Risk
14270,330,1,492.6499999999999,1,1,3,113,Hibernating
14271,224,1,112.32000000000002,1,1,1,111,Hibernating
14272,72,2,437.96000000000004,2,3,2,232,At Risk
14273,50,4,559.9700000000001,3,4,3,343,Loyal Customers
14276,97,3,1119.7399999999998,2,3,4,234,At Risk
14277,14,3,4216.200000000001,4,3,5,435,Potential Loyalists
14280,195,1,134.04,1,1,1,111,Hibernating
14282,2,15,3729.3400000000042,5,5,5,555,Champions
14284,29,2,595.2500000000001,4,3,3,433,Potential Loyalists
14285,20,4,1910.0100000000004,4,4,4,444,Loyal Customers
14286,22,3,4628.749999999998,4,3,5,435,Potential Loyalists
14287,7,3,176.63,5,3,1,531,Potential Loyalists
14288,212,1,426.6,1,1,2,112,Hibernating
14289,7,6,911.2599999999999,5,5,3,553,Champions
14290,10,5,2314.6499999999996,5,4,5,545,Champions
14291,0,10,3883.249999999998,5,5,5,555,Champions
14292,6,9,4871.9299999999985,5,5,5,555,Champions
14293,2,4,1046.5599999999993,5,4,4,544,Champions
14295,39,1,166.2,3,1,1,311,About to Sleep
14297,16,4,1305.3299999999997,4,4,4,444,Loyal Customers
14298,7,44,51527.299999999974,5,5,5,555,Champions
14299,7,9,3965.6199999999953,5,5,5,555,Champions
14300,17,1,43.2,4,1,1,411,Promising
14301,116,1,640.14,2,1,3,213,Hibernating
14304,221,1,383.45000000000005,1,1,2,112,Hibernating
14305,70,3,1858.9599999999998,3,3,4,334,Need Attention
14306,50,2,2093.3199999999997,3,3,5,335,Need Attention
14307,87,6,2995.7200000000007,2,5,5,255,Can't Loose
14309,7,9,2352.530000000001,5,5,5,555,Champions
14311,241,1,310.26,1,1,2,112,Hibernating
14312,45,6,1611.5899999999995,3,5,4,354,Loyal Customers
14314,105,1,120.0,2,1,1,211,Hibernating
14315,43,6,2481.129999999999,3,5,5,355,Loyal Customers
14317,63,1,508.58,3,1,3,313,About to Sleep
14320,205,2,477.7900000000001,1,3,2,132,At Risk
14321,9,5,1530.749999999999,5,4,4,544,Champions
14323,113,2,605.0600000000002,2,3,3,233,At Risk
14326,241,1,183.85,1,1,1,111,Hibernating
14327,162,1,311.65000000000003,2,1,2,212,Hibernating
14329,16,7,5014.840000000004,4,5,5,455,Loyal Customers
14331,123,2,462.65999999999997,2,3,2,232,At Risk
14332,21,3,866.3099999999998,4,3,3,433,Potential Loyalists
14333,66,1,415.2,3,1,2,312,About to Sleep
14334,15,8,2552.2100000000005,4,5,5,455,Loyal Customers
14335,15,2,468.26,4,3,2,432,Potential Loyalists
14336,15,4,1614.9100000000008,4,4,4,444,Loyal Customers
14338,160,2,588.2199999999999,2,3,3,233,At Risk
14339,241,1,309.52,1,1,2,112,Hibernating
14340,217,1,134.7,1,1,1,111,Hibernating
14341,44,7,2182.2799999999984,3,5,5,355,Loyal Customers
14342,20,4,668.5600000000002,4,4,3,443,Loyal Customers
14344,126,8,889.9300000000002,2,5,3,253,Can't Loose
14345,37,1,108.97999999999999,3,1,1,311,About to Sleep
14346,119,2,1021.5800000000002,2,3,4,234,At Risk
14348,259,1,409.57,1,1,2,112,Hibernating
14349,9,1,133.50000000000006,5,1,1,511,New Customers
14350,273,1,282.92999999999995,1,1,2,112,Hibernating
14351,163,1,51.0,2,1,1,211,Hibernating
14352,156,4,1078.96,2,4,4,244,At Risk
14353,214,1,90.6,1,1,1,111,Hibernating
14354,4,2,163.62,5,3,1,531,Potential Loyalists
14355,364,1,174.4,1,1,1,111,Hibernating
14356,78,2,701.23,2,3,3,233,At Risk
14357,42,1,225.77000000000012,3,1,1,311,About to Sleep
14359,18,3,912.1800000000002,4,3,3,433,Potential Loyalists
14360,30,4,2128.23,4,4,5,445,Loyal Customers
14362,21,1,161.20000000000002,4,1,1,411,Promising
14364,107,8,3717.349999999999,2,5,5,255,Can't Loose
14367,7,16,9261.520000000006,5,5,5,555,Champions
14368,318,1,155.00000000000003,1,1,1,111,Hibernating
14371,294,1,100.5,1,1,1,111,Hibernating
14373,357,1,76.55,1,1,1,111,Hibernating
14375,184,1,257.67999999999995,1,1,2,112,Hibernating
14377,190,2,617.05,1,3,3,133,At Risk
14379,43,2,348.1,3,3,2,332,Need Attention
14381,51,1,202.6800000000001,3,1,1,311,About to Sleep
14382,25,1,626.07,4,1,3,413,Promising
14383,37,3,1247.6899999999998,3,3,4,334,Need Attention
14385,8,3,202.11,5,3,1,531,Potential Loyalists
14386,295,1,142.4,1,1,1,111,Hibernating
14387,31,3,1770.5600000000013,4,3,4,434,Potential Loyalists
14388,9,8,3212.8400000000015,5,5,5,555,Champions
14389,64,2,1043.46,3,3,4,334,Need Attention
14390,9,9,4652.8200000000015,5,5,5,555,Champions
14393,217,1,67.94999999999999,1,1,1,111,Hibernating
14395,1,9,3507.710000000001,5,5,5,555,Champions
14396,64,2,487.99,3,3,2,332,Need Attention
14397,1,19,2612.960000000001,5,5,5,555,Champions
14400,148,1,574.7,2,1,3,213,Hibernating
14401,3,13,4051.4799999999987,5,5,5,555,Champions
14403,129,4,1475.8100000000002,2,4,4,244,At Risk
